"filename", "language", "JavaScript", "PHP", "JSON", "Markdown", "XML", "CSS", "YAML", "Batch", "comment", "blank", "total"
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\CoversMethod.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\CoversNothing.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\CoversTrait.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DataProvider.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DataProviderExternal.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Depends.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsExternal.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsExternalUsingDeepClone.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsExternalUsingShallowClone.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsOnClass.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsOnClassUsingDeepClone.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsOnClassUsingShallowClone.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsUsingDeepClone.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DependsUsingShallowClone.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DisableReturnValueGenerationForTestDoubles.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\DoesNotPerformAssertions.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\ExcludeGlobalVariableFromBackup.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\ExcludeStaticPropertyFromBackup.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Group.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\IgnoreDeprecations.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\IgnorePhpunitDeprecations.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 15, 3, 25
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Large.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Medium.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\PostCondition.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 5, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\PreCondition.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 5, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\PreserveGlobalState.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 5, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresFunction.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresMethod.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresOperatingSystem.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresOperatingSystemFamily.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresPhp.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresPhpExtension.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresPhpunit.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresPhpunitExtension.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 22, 5, 44
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RequiresSetting.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RunClassInSeparateProcess.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RunInSeparateProcess.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\RunTestsInSeparateProcesses.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Small.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Test.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\TestDox.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\TestWith.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\TestWithJson.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\Ticket.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\UsesClass.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\UsesFunction.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\UsesMethod.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 29, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\UsesTrait.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 22, 5, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Attributes\WithoutErrorHandler.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 13, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Boolean\IsFalse.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 18, 3, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Boolean\IsTrue.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 18, 3, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Callback.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 28, 9, 69
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Cardinality\Count.php", "PHP", 0, 79, 0, 0, 0, 0, 0, 0, 30, 18, 127
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Cardinality\GreaterThan.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 18, 6, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Cardinality\IsEmpty.php", "PHP", 0, 35, 0, 0, 0, 0, 0, 0, 24, 8, 67
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Cardinality\LessThan.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 18, 6, 43
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Cardinality\SameSize.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 16, 3, 30
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Constraint.php", "PHP", 0, 111, 0, 0, 0, 0, 0, 0, 139, 32, 282
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Equality\IsEqual.php", "PHP", 0, 62, 0, 0, 0, 0, 0, 0, 29, 14, 105
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Equality\IsEqualCanonicalizing.php", "PHP", 0, 62, 0, 0, 0, 0, 0, 0, 29, 13, 104
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Equality\IsEqualIgnoringCase.php", "PHP", 0, 63, 0, 0, 0, 0, 0, 0, 29, 13, 105
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Equality\IsEqualWithDelta.php", "PHP", 0, 53, 0, 0, 0, 0, 0, 0, 29, 11, 93
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Exception\Exception.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 28, 10, 82
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Exception\ExceptionCode.php", "PHP", 0, 28, 0, 0, 0, 0, 0, 0, 23, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Exception\ExceptionMessageIsOrContains.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 19, 10, 70
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Exception\ExceptionMessageMatchesRegularExpression.php", "PHP", 0, 39, 0, 0, 0, 0, 0, 0, 26, 9, 74
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Filesystem\DirectoryExists.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 24, 5, 51
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Filesystem\FileExists.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 24, 5, 51
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Filesystem\IsReadable.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 24, 5, 51
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Filesystem\IsWritable.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 24, 5, 51
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\IsAnything.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 27, 4, 48
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\IsIdentical.php", "PHP", 0, 72, 0, 0, 0, 0, 0, 0, 34, 18, 124
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\JsonMatches.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 0, 26, 16, 98
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Math\IsFinite.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 18, 4, 36
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Math\IsInfinite.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 18, 4, 36
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Math\IsNan.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 18, 4, 36
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Object\ObjectEquals.php", "PHP", 0, 100, 0, 0, 0, 0, 0, 0, 19, 24, 143
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Object\ObjectHasProperty.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 28, 9, 81
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\BinaryOperator.php", "PHP", 0, 70, 0, 0, 0, 0, 0, 0, 39, 24, 133
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\LogicalAnd.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 23, 6, 55
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\LogicalNot.php", "PHP", 0, 89, 0, 0, 0, 0, 0, 0, 36, 17, 142
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\LogicalOr.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 23, 6, 55
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\LogicalXor.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 25, 9, 67
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\Operator.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 28, 7, 56
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Operator\UnaryOperator.php", "PHP", 0, 64, 0, 0, 0, 0, 0, 0, 41, 24, 129
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\IsJson.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 0, 24, 12, 92
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\RegularExpression.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 18, 6, 47
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\StringContains.php", "PHP", 0, 104, 0, 0, 0, 0, 0, 0, 30, 27, 161
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\StringEndsWith.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 21, 7, 51
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\StringEqualsStringIgnoringLineEndings.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 18, 7, 58
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\StringMatchesFormatDescription.php", "PHP", 0, 85, 0, 0, 0, 0, 0, 0, 15, 18, 118
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\String\StringStartsWith.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 21, 7, 51
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Traversable\ArrayHasKey.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 24, 9, 65
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Traversable\IsList.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 24, 6, 52
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Traversable\TraversableContains.php", "PHP", 0, 29, 0, 0, 0, 0, 0, 0, 20, 7, 56
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Traversable\TraversableContainsEqual.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 16, 5, 39
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Traversable\TraversableContainsIdentical.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 15, 5, 38
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Traversable\TraversableContainsOnly.php", "PHP", 0, 36, 0, 0, 0, 0, 0, 0, 31, 11, 78
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Type\IsInstanceOf.php", "PHP", 0, 38, 0, 0, 0, 0, 0, 0, 33, 9, 80
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Type\IsNull.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 18, 3, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Constraint\Type\IsType.php", "PHP", 0, 103, 0, 0, 0, 0, 0, 0, 68, 35, 206
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\DataProviderTestSuite.php", "PHP", 0, 40, 0, 0, 0, 0, 0, 0, 33, 13, 86
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\AssertionFailedError.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 16, 2, 27
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\CodeCoverageException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\EmptyStringException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\Exception.php", "PHP", 0, 35, 0, 0, 0, 0, 0, 0, 43, 10, 88
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ExpectationFailedException.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 19, 6, 42
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\GeneratorNotSupportedException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\Incomplete\IncompleteTest.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 13, 3, 22
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\Incomplete\IncompleteTestError.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\InvalidArgumentException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\InvalidCoversTargetException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\InvalidDataProviderException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\InvalidDependencyException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\NoChildTestSuiteException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ObjectEquals\ActualValueIsNotAnObjectException.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 13, 2, 26
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ObjectEquals\ComparisonMethodDoesNotAcceptParameterTypeException.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 13, 3, 33
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ObjectEquals\ComparisonMethodDoesNotDeclareBoolReturnTypeException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ObjectEquals\ComparisonMethodDoesNotDeclareExactlyOneParameterException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ObjectEquals\ComparisonMethodDoesNotDeclareParameterTypeException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ObjectEquals\ComparisonMethodDoesNotExistException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\PhptAssertionFailedError.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 24, 9, 66
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\ProcessIsolationException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\Skipped\SkippedTest.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 13, 3, 22
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\Skipped\SkippedTestSuiteError.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\Skipped\SkippedWithMessageException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\UnknownClassOrInterfaceException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\Exception\UnknownTypeException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\ExecutionOrderDependency.php", "PHP", 0, 135, 0, 0, 0, 0, 0, 0, 31, 28, 194
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\ConfigurableMethod.php", "PHP", 0, 37, 0, 0, 0, 0, 0, 0, 36, 11, 84
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\BadMethodCallException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\CannotCloneTestDoubleForReadonlyClassException.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 15, 2, 28
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\CannotUseOnlyMethodsException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\Exception.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 13, 3, 22
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\IncompatibleReturnValueException.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 13, 3, 34
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\MatchBuilderNotFoundException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\MatcherAlreadyRegisteredException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\MethodCannotBeConfiguredException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\MethodNameAlreadyConfiguredException.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 13, 2, 24
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\MethodNameNotConfiguredException.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 13, 2, 24
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\MethodParametersAlreadyConfiguredException.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 13, 2, 24
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\NeverReturningMethodException.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 15, 3, 35
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\NoMoreReturnValuesConfiguredException.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 13, 3, 33
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\ReturnValueNotConfiguredException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Exception\RuntimeException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 13, 2, 20
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Generator\Exception\CannotUseAddMethodsException.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 13, 3, 32
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Generator\Exception\ClassIsEnumerationException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Generator\Exception\ClassIsFinalException.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 13, 3, 31
"d:\Projects\Websites\befikr\vendor\phpunit\phpunit\src\Framework\MockObject\Generator\Exception\DuplicateMethodException.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 16, 3, 38
