"filename", "language", "JavaScript", "PHP", "JSON", "Markdown", "XML", "CSS", "YAML", "Batch", "comment", "blank", "total"
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\exceptions\ManifestDocumentException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 9, 3, 17
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\exceptions\ManifestDocumentLoadingException.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 18, 6, 48
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\exceptions\ManifestDocumentMapperException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 9, 3, 17
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\exceptions\ManifestElementException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 9, 3, 17
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\exceptions\ManifestLoaderException.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 9, 2, 15
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\exceptions\NoEmailAddressException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 9, 3, 17
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Application.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 9, 2, 18
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\ApplicationName.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 10, 7, 42
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Author.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 14, 11, 58
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\AuthorCollection.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 14, 7, 41
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\AuthorCollectionIterator.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 12, 10, 48
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\BundledComponent.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 11, 7, 35
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\BundledComponentCollection.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 14, 7, 41
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\BundledComponentCollectionIterator.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 12, 10, 48
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\CopyrightInformation.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 11, 6, 33
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Email.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 10, 7, 36
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Extension.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 11, 10, 48
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Library.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 9, 2, 18
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\License.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 11, 6, 33
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Manifest.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 0, 16, 22, 94
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\PhpExtensionRequirement.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 10, 4, 25
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\PhpVersionRequirement.php", "PHP", 0, 12, 0, 0, 0, 0, 0, 0, 10, 5, 27
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Requirement.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 9, 2, 15
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\RequirementCollection.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 14, 7, 41
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\RequirementCollectionIterator.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 12, 10, 48
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Type.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 12, 8, 43
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\values\Url.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 13, 7, 39
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\AuthorElement.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 9, 4, 26
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\AuthorElementCollection.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 9, 2, 20
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\BundlesElement.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 9, 2, 20
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ComponentElement.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 9, 3, 22
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ComponentElementCollection.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 9, 2, 20
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ContainsElement.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 9, 5, 32
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\CopyrightElement.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 9, 3, 26
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ElementCollection.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 12, 13, 69
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ExtElement.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 9, 2, 18
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ExtElementCollection.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 9, 2, 20
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ExtensionElement.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 9, 3, 22
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\LicenseElement.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 9, 3, 22
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ManifestDocument.php", "PHP", 0, 84, 0, 0, 0, 0, 0, 0, 10, 22, 116
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\ManifestElement.php", "PHP", 0, 48, 0, 0, 0, 0, 0, 0, 10, 15, 73
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\PhpElement.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 9, 4, 28
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\src\xml\RequiresElement.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 9, 2, 20
"d:\Projects\Websites\befikr\vendor\phar-io\manifest\tools\php-cs-fixer.d\PhpdocSingleLineVarFixer.php", "PHP", 0, 48, 0, 0, 0, 0, 0, 0, 13, 12, 73
"d:\Projects\Websites\befikr\vendor\phar-io\version\CHANGELOG.md", "Markdown", 0, 0, 0, 80, 0, 0, 0, 0, 0, 63, 143
"d:\Projects\Websites\befikr\vendor\phar-io\version\README.md", "Markdown", 0, 0, 0, 36, 0, 0, 0, 0, 0, 26, 62
"d:\Projects\Websites\befikr\vendor\phar-io\version\composer.json", "JSON", 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\BuildMetaData.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 9, 6, 29
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\PreReleaseSuffix.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 0, 7, 20, 83
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\Version.php", "PHP", 0, 134, 0, 0, 0, 0, 0, 0, 34, 41, 209
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\VersionConstraintParser.php", "PHP", 0, 85, 0, 0, 0, 0, 0, 0, 11, 20, 116
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\VersionConstraintValue.php", "PHP", 0, 61, 0, 0, 0, 0, 0, 0, 6, 22, 89
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\VersionNumber.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 9, 6, 29
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\AbstractVersionConstraint.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 9, 4, 24
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\AndVersionConstraintGroup.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 12, 6, 35
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\AnyVersionConstraint.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 8, 3, 21
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\ExactVersionConstraint.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 8, 4, 23
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\GreaterThanOrEqualToVersionConstraint.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 9, 5, 27
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\OrVersionConstraintGroup.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 13, 6, 36
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\SpecificMajorAndMinorVersionConstraint.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 10, 7, 34
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\SpecificMajorVersionConstraint.php", "PHP", 0, 12, 0, 0, 0, 0, 0, 0, 9, 5, 26
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\constraints\VersionConstraint.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\exceptions\Exception.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 8, 3, 16
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\exceptions\InvalidPreReleaseSuffixException.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\exceptions\InvalidVersionException.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\exceptions\NoBuildMetaDataException.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\exceptions\NoPreReleaseSuffixException.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\Websites\befikr\vendor\phar-io\version\src\exceptions\UnsupportedVersionConstraintException.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 8, 2, 14
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\README.md", "Markdown", 0, 0, 0, 168, 0, 0, 0, 0, 0, 64, 232
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\SECURITY.md", "Markdown", 0, 0, 0, 19, 0, 0, 0, 0, 0, 19, 38
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\composer.json", "JSON", 0, 0, 80, 0, 0, 0, 0, 0, 0, 1, 81
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\get_oauth_token.php", "PHP", 0, 117, 0, 0, 0, 0, 0, 0, 48, 18, 183
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-af.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 4, 3, 27
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ar.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-as.php", "PHP", 0, 28, 0, 0, 0, 0, 0, 0, 5, 3, 36
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-az.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ba.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-be.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-bg.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-bn.php", "PHP", 0, 28, 0, 0, 0, 0, 0, 0, 5, 3, 36
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ca.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-cs.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 4, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-da.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-de.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 4, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-el.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-eo.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 4, 3, 27
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-es.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-et.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-fa.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-fi.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 12, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-fo.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 12, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-fr.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-gl.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-he.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-hi.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 6, 3, 36
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-hr.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-hu.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-hy.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-id.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 7, 3, 32
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-it.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ja.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 8, 3, 38
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ka.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ko.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ku.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-lt.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-lv.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-mg.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-mn.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ms.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-nb.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-nl.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 5, 3, 35
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-pl.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt_br.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 9, 3, 39
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ro.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ru.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-si.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 5, 3, 35
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-sk.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 6, 3, 31
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-sl.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr_latn.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-sv.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-tl.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-tr.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 9, 3, 39
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-uk.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-ur.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 5, 3, 31
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-vi.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 7, 3, 30
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh_cn.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\DSNConfigurator.php", "PHP", 0, 136, 0, 0, 0, 0, 0, 0, 80, 30, 246
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\Exception.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 28, 4, 41
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\OAuth.php", "PHP", 0, 46, 0, 0, 0, 0, 0, 0, 79, 15, 140
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\OAuthTokenProvider.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 35, 4, 45
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\PHPMailer.php", "PHP", 0, 2926, 0, 0, 0, 0, 0, 0, 1929, 394, 5249
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\POP3.php", "PHP", 0, 183, 0, 0, 0, 0, 0, 0, 234, 53, 470
"d:\Projects\Websites\befikr\vendor\phpmailer\phpmailer\src\SMTP.php", "PHP", 0, 747, 0, 0, 0, 0, 0, 0, 619, 144, 1510
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\ChangeLog-11.0.md", "Markdown", 0, 0, 0, 50, 0, 0, 0, 0, 0, 37, 87
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\README.md", "Markdown", 0, 0, 0, 37, 0, 0, 0, 0, 0, 18, 55
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\SECURITY.md", "Markdown", 0, 0, 0, 18, 0, 0, 0, 0, 0, 13, 31
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\composer.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 69
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\CodeCoverage.php", "PHP", 0, 432, 0, 0, 0, 0, 0, 0, 92, 108, 632
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Data\ProcessedCodeCoverageData.php", "PHP", 0, 173, 0, 0, 0, 0, 0, 0, 66, 40, 279
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Data\RawCodeCoverageData.php", "PHP", 0, 179, 0, 0, 0, 0, 0, 0, 61, 42, 282
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Driver\Driver.php", "PHP", 0, 67, 0, 0, 0, 0, 0, 0, 42, 20, 129
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Driver\PcovDriver.php", "PHP", 0, 50, 0, 0, 0, 0, 0, 0, 17, 14, 81
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Driver\Selector.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 19, 12, 63
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Driver\XdebugDriver.php", "PHP", 0, 91, 0, 0, 0, 0, 0, 0, 51, 21, 163
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\BranchAndPathCoverageNotSupportedException.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\DeadCodeDetectionNotSupportedException.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\DirectoryCouldNotBeCreatedException.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 8, 3, 18
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\Exception.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\FileCouldNotBeWrittenException.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\InvalidArgumentException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 8, 2, 15
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\NoCodeCoverageDriverAvailableException.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 8, 3, 21
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\NoCodeCoverageDriverWithPathCoverageSupportAvailableException.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 8, 3, 21
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\ParserException.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\PathExistsButIsNotDirectoryException.php", "PHP", 0, 12, 0, 0, 0, 0, 0, 0, 8, 3, 23
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\PcovNotAvailableException.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 8, 3, 22
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\ReflectionException.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\ReportAlreadyFinalizedException.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 8, 3, 21
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\StaticAnalysisCacheNotConfiguredException.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 8, 3, 17
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\TestIdMissingException.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 8, 3, 21
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\UnintentionallyCoveredCodeException.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 17, 9, 50
"d:\Projects\Websites\befikr\vendor\phpunit\php-code-coverage\src\Exception\WriteOperationFailedException.php", "PHP", 0, 12, 0, 0, 0, 0, 0, 0, 8, 3, 23
